    0.999999974737875163555145263671875000000000E-04    0.443784698486328125000000000000000000000000E+03
    0.102020130725577473640441894531250000000000E-03    0.452433044433593750000000000000000000000000E+03
    0.104081082099582999944686889648437500000000E-03    0.461249725341796875000000000000000000000000E+03
    0.106183659227099269628524780273437500000000E-03    0.470238037109375000000000000000000000000000E+03
    0.108328706119209527969360351562500000000000E-03    0.479401306152343750000000000000000000000000E+03
    0.110517095890827476978302001953125000000000E-03    0.488742889404296875000000000000000000000000E+03
    0.112749679828993976116180419921875000000000E-03    0.498266296386718750000000000000000000000000E+03
    0.115027374704368412494659423828125000000000E-03    0.507975006103515625000000000000000000000000E+03
    0.117351090011652559041976928710937500000000E-03    0.517872619628906250000000000000000000000000E+03
    0.119721727969590574502944946289062500000000E-03    0.527962768554687500000000000000000000000000E+03
    0.122140278108417987823486328125000000000000E-03    0.538249267578125000000000000000000000000000E+03
    0.124607671750709414482116699218750000000000E-03    0.548735778808593750000000000000000000000000E+03
    0.127124920254573225975036621093750000000000E-03    0.559426269531250000000000000000000000000000E+03
    0.129692998598329722881317138671875000000000E-03    0.570324645996093750000000000000000000000000E+03
    0.132312969071790575981140136718750000000000E-03    0.581434997558593750000000000000000000000000E+03
    0.134985879412852227687835693359375000000000E-03    0.592761291503906250000000000000000000000000E+03
    0.137712777359411120414733886718750000000000E-03    0.604307739257812500000000000000000000000000E+03
    0.140494754305109381675720214843750000000000E-03    0.616078674316406250000000000000000000000000E+03
    0.143332930747419595718383789062500000000000E-03    0.628078308105468750000000000000000000000000E+03
    0.146228456287644803524017333984375000000000E-03    0.640311157226562500000000000000000000000000E+03
    0.149182465975172817707061767578125000000000E-03    0.652781677246093750000000000000000000000000E+03
    0.152196153067052364349365234375000000000000E-03    0.665494384765625000000000000000000000000000E+03
    0.155270710820332169532775878906250000000000E-03    0.678454101562500000000000000000000000000000E+03
    0.158407390699721872806549072265625000000000E-03    0.691665466308593750000000000000000000000000E+03
    0.161607444169931113719940185546875000000000E-03    0.705133361816406250000000000000000000000000E+03
    0.164872122695669531822204589843750000000000E-03    0.718862731933593750000000000000000000000000E+03
    0.168202750501222908496856689453125000000000E-03    0.732858642578125000000000000000000000000000E+03
    0.171600666362792253494262695312500000000000E-03    0.747126159667968750000000000000000000000000E+03
    0.175067238160409033298492431640625000000000E-03    0.761670593261718750000000000000000000000000E+03
    0.178603833774104714393615722656250000000000E-03    0.776497253417968750000000000000000000000000E+03
    0.182211864739656448364257812500000000000000E-03    0.791611511230468750000000000000000000000000E+03
    0.185892800800502300262451171875000000000000E-03    0.807018981933593750000000000000000000000000E+03
    0.189648068044334650039672851562500000000000E-03    0.822725219726562500000000000000000000000000E+03
    0.193479223526082932949066162109375000000000E-03    0.838736083984375000000000000000000000000000E+03
    0.197387780644930899143218994140625000000000E-03    0.855057312011718750000000000000000000000000E+03
    0.201375267351977527141571044921875000000000E-03    0.871694946289062500000000000000000000000000E+03
    0.205443298909813165664672851562500000000000E-03    0.888655029296875000000000000000000000000000E+03
